Video ID,Title,Comment,Label
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Thank you very much for this video 🙏🌼 I have been watching your channel for quite some time now and it is very helpful in learning German. I just wanted to add some information to it, as Cari guessed that in Russia people probably eat bread for supper, actually, among my family, relatives and friends it is not very common, I would say we eat smth warm much more often than bread with cheese or ham :) just this little detail for you. Thanks and happy new year to you and your team! 🎄✨🌟",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Ich möchte ihr in Peru sein (I am beginner in Deutsch),0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Ich komme aus Russland und ich möchte sagen, dass die Russen tatsächlich nicht so freundlich sind 😄 Aber in Belarus ist es noch schlimmer 😂 
Vielen Dank für Ihre Hilfe beim Deutsch lernen!",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Bestätige ,was Janush gesagt habe",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"As a native spanish trying to learn german, i was so confused with the intro haha was expecting german",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Janusz spricht Deutsch sehr gut und fließend. Ich danke daß seine Möglichkeit von Sprechen besser ist aufgrund von Arbeitermilieu mit Cari und ihrer Freunden.,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Vielen Dank für ihre Bemühungen für uns, bedanke mich dafür.
Ich finde ihres Videos sehr hilfreich",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Es ist sehr angenhem und interessant euch zu hören. Dank euch ich mache meine Fähigkeit der deutsche Sprache zu vesthen besser. Die auf der Straße berühren Themen sind faszinierend. Glückwunsch!,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,herzlich dank fuer euch von aegypten ich bin ein grosser zuschauer danke super lieblich toll janusch,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Ich habe viel von diesem Channel gelernt. Danke schön.,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Hola, muy buen podcast..jaja por un momento pensé que lo iban a grabar todo en Español. A través de sus videos he estado aprendiendo Alemán, estoy en un nivel básico pero con motivación para continuar.  Gracias.",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,loved this!,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Und wann mach ihr live Video?,1
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Also seid ihr zusammen?,1
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Hey Cari,was ist deine Lieblings kleidung? Ich glaube ist schwarz.",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,🔥Sehr interessant!,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Frohes Neues  Jahr Cari und Janusz!!!

Sehr interessante Januszs Geschichte und natürlich freut es mich , euer Video wieder fern zu sehen.

Grüße.",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"ich mag Kiel. Ich hab  vor 7 Jahre 3 Monate in Kiel gewohnt. Damals  sprach ich kein Deutsch. Schade!!! Aber ich fand die Menschen da super nett, aber sie sprechen im Prinzip nicht so gut Englisch. Nach meiner Meinung ist Kiel ein guter Ort für die Menchen, die mehr Deustch sprechen wollen.",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Frohes neues Jahr! Ich komme aus Kalifornien!,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Ich liebe euch 😄 sorry wenn ich am Silvester Abend bisschen komisch mit euch angekommen hatte. Im meine das wegen Corona, sonst geht es",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Hallo. Ich bin Mexikaner und liebe Deutschland!,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"So toll!  from Canada, Ich mag Deutsch lernen!  Incredible team both of you!  Genial!",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"""ja, das Internet... oder mein Herz, oder das was ich mache oder meine Nachbarschaft, meine Strasse. Das ist wirklich meine Heimat, da fühle ich mich zu Hause, das ist auch der Grund warum ich in Berlin so gut fühle (...) Polen ist mittlerweile so fremd geworden, so anders geworden (...)""",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Cari jak Ty dobrze mówisz po polsku! :) Pozdrawiam z Warszawy
Janusz, mach weiter so! 👍",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Die Menschen in Russland sind freundlich!,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Ich habe  gleiche Meinung mit Janusz ueber Unfreundlichkeit der Menschen in Russland. Viele sind deprimiert  und im Treppenhaus sagen Bewohner einander kaum Grusswort. Aber dazu gibt es Gruende. .,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Danke sehr und hallo aus Russland. Ich lerne Deutsch immer wieder , damit ich eines Tages nach Deutschland zurückkommen kann..",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Happy New Year 😃😃,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Frohes Neues Jahr vom Kreta🤗✨🎊☘️,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Eine wünderbare Einleitung!!! Ich habe gedacht: ¿qué pedo, Easy Spanish? Ah chinga!!",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"ubi bene, ibi patria.",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,I love you kari,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,I realize now how spoiled I am with subtitles.  Need to practice my German more.,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Frohes neues Jahr!,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"all you need to know about CEFR language levels:
https://youtu.be/5DyvThHdg6s",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Hm, es scheint als ob Spanisch-Deutsch 0.1% Spanische Wörter hat, and 99.9% Deutsche !",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Polacy są fajniejsi niż Niemcy. I milsi. Niemcy są sztuczni, mili tylko na pozór. Nigdy nie wiesz kiedy cię zagryzą. I Polacy są mądrzejsi, mamy lepsze szkoły.",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Manuel zieht wie volker bruch aus!,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,janusz ist ein daddy,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Irisch ist auch für mich ""ganz tief angebrant ist in mein Gehirn"" 28:34
warum sind euch so leicht zu verstehen, aber andere Gespräche auf Deutsch sind nicht",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Jede morgen höre ich eure Podcast auf dem Weg nach Arbeit.  Ich bin immer eure Stimmen zu hören gespannt. Sie sind wie meine zweite Familie. Ich liebe euch und ich liebe eure Spontanität und  Atmosphäre. Liebe Grüße aus Tunisien,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Meine lieblingste Stadt München. Ihre Atmosphære fasziniert mich,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Ich lerne Deutsch auf der Stufe B1. Ich bin aktuell und möchte einen Freund, damit wir Deutsch sprechen können, damit wir miteinander kommunizieren und unsere Kultur austauschen können.",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Wow ...ich hab' fast alles verstehen, sehr klar!",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"""zu wenig Gehirnzellen hat"". LOL.. Ima borrow that one :)",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,The man must be a Spanish.,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Ich bin Chinese, und ich habe zwei Jahren Deutsch als zweite Sprache gelernt. Deutsch ist schwer, aber es ist nicht so schwer für uns Ausländer, Deutsch zu verstehen. Meine Fachrichtung ist Englisch, und ich lerne Deutsch, um die Postgraduierte Prüfung zu bestehen. In China müssen wir die zweite Fremdsprache lernen wenn du die Postgraduierte Prüfung für die studenten, die Englisch lernen, bestehen möchten.",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Alles Liebe aus Nordkalifornien!,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,С новым годом Easy German),0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"el guiño en español me tomó por sorpresa, jajjajajaja dankeschön",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Could you please add subtitle?,1
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Danke Januz und Kari für dieses Video, es ist sehr angenehm Deutsch zu hören manchmal. Ich habe diese Sprache mehr als 20 Jahren gelernt und jetzt ich versuche die zu verbessern un and die mich zu erinnern. Und sie helfen mir damit. Glückliches Neujahr und ich warte für neues videos von Ihnen!",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Es wird besser wenn sie mit der untertitel gesprochen haben.,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,happy new year family of easy german,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Ich liebe euch so sehr !,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Ekelhaft....,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Hallo,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Ahoj,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Meine Lieblings Städer sind Hamburg Köln und Berlin auch.,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Frohes neues Jahr alle zusammen guten Rutsch.Vor 6 Jahre,bin ich nach Deutschland angekommen.und Deutschland ist wirklich ein sehr schönes Land,aber leider weil die deutsche Männer und mancher Frauen sind sehr kompliziert, nicht alle,aber sehr viel, es ist leider so Weil sie lachen gar nix und nicht freundlich, bei uns in Afrika die Leute  sind sehr hilfreich freundlich herzlich willkommen, und sowas gibt es gar nix hier in Deutschland, leider....!!!???",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Janus: ""tu sabes, yo soy hombre sincero, no tengo dinero"" -- best line of the conversation 😆😄",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Nice video!! Very engaging from beginning to end. Nevertheless, businesses and investment are the easiest way to make money irrespective of which party makes it to the oval office.",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Tolle Sendung, danke!
Gute Rutsch!",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"1:10 ein echter _Schenkelklopfer!_
11:37 ""bescheuert""
23:06 ""ein schwachsinniger Mensch zu sein""
👍 Danke für die neue Wörter!",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Vielen Dank für dieses Projekt. Es hat mir sehr geholfen, Deutsch zu lernen. Ihr seid spannend, offen, freundlich... Macht ihr weiter so! Liebe Grüße aus Italien <3",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Hola que lindo escucharlos en español hablando,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Ich möchte nur weinen fur januz, das war so traurige Geschichte.....",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Hallo aus dem regnerischen Staat von Washington...viel zu viel Regen!  Happy New Year!,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Die Ukraine lernt mit Ihnen Deutsch auch. Danke sehr.,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Toll, bleiben Sie gesund....",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Vaav. Wir hören von Janusz viele neue Informationen über seine Geschichte, die  ich bisher nicht gehört habe. Das ist aber sehr nett von ihm.",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Hello and greetings to you dear ones, although I understand very little of what you said, it is still pleasant for me because I love the German language and I thank you very much for making these clips in the hope of seeing you in that dear country.",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Ihr seid sehr süß, freundlich und nett. Ich bin ein Erasmusstudent an TU-Berlin, deshalb bin ich gerade in Berlin. Manchmal fühle ich mich bisschen einsam und stressig, dann schaue ich Easy German Videos an und das macht mich entspannt. Wenn ich Janusz sehe, sage ich mir selbst,dass Janusz mein zukünftiges Ich ist. Meine Hobbies sind sehr ähnlich wie Janusz, also Gitarre zu spielen, im Internet  zu surfen und Computerspiele zu spielen. Vielen Dank für alles Easy-German Familie. Frohes neues Jahr!!",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Sehr Lustig! Ich liebe euch!,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Viele grusse aus indien 🇮🇳💓,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"I,love,you!",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Einen guten Rutsch ins neue Jahr!,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Hallo, Cari, Janusz und Manuel!  Auf jeden fall, scheint Deutsch einfacher zu verstehen wenn ich euch hoere. Ich habe viel spass.  Vielen dank! Also, Ich wuensche ihnen ein sehr frohes, gesundes, glueckliches, und erfolgreiches neues jahr. 👍",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Hi from America, great video",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Liebe Cari und Janusz. Vielen Dank für eure Video. 
Ich habe eine Frage. 

Ich war ein Jahr lang in Deutschland zum Arbeiten. Aber ich bin erst viel später in meinem Leben nach Deutschland gegangen. Ich bin 46 Jahre alt und möchte gerne nach Deutschland zurückkehren. Ist das zu spät, um nach Deutschland zu kommen und zu arbeiten. In Indien gibt es viel Diskriminierung am Arbeitsplatz aufgrund von Alter und Geschlecht. Wie ist es in Deutschland. Was kann man erwarten. Ist der deutsche Arbeitsmarkt offen für Menschen über 46?",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,16:47  Yeahhhh,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,I was expecting a video in German when they started speaking my mother language 😂,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Herzliche Grüße aus Wales. Wir wollen nach Deutschland in einem Jahr umziehen. Vielleicht ziehen wir nach Berlin um. Unser Tochter ist 17 und meine Sorge ich welche Schule kann sie besuchen um Abitur zu machen. Sie spricht kein Deutsch. Einen guten Rutsch ins neuen Jahr🎉💕,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Dies ist der erste Podcast von Easy German ich habe gesehen. Es war sehr interessant! Danke!,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Hola! Qué bien escucharlos en español!,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,¡Perfecto español! Me alegra mucho escucharlo :) Feliz Año Nuevo.,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"HOLA 😊 ! PORQUE EN SU MAYORIA LOS ALEMANES SON SOBERBIOS, DESPOTAS Y RACISTAS ???",1
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"PLEASE. MAKE A VIDEO ABOUT EVERY STATE IN GERMANY AND THEIR DIFFERENCES, THEIR PERSONALITIES, AND WHAT'S GREAT AND NOT SO GOOD ABOUT EVERY STATE IN GERMANY.....PLEAAASE!",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Alles, was Sie über Hackpond hören, ist echt, er ist der beste Hacker, den ich je gesehen habe",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,👍👍👍Hello Friends! Check out my cover of Bülow👩‍🔬👩‍🔬👩‍🔬♥️💙🤍🇨🇦🇩🇪🇰🇿https://youtu.be/5w9mY3DLK-w. ...,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Thank you very much Cari, Janusz, easy german you do an amazing job, I’ve been learning a lot from your videos and podcasts. Next time if I have more time I will try to comment in German and practice a bit 😁 anyway, I’m really happy because I’ve seen the whole video, even though there were several words I didn’t know, I was already able to follow your conversation and understand the most of what you say, which was impossible a few weeks ago.. I’ll keep up with you in 2021 and wish you all ein frohes neues Jahr!!!",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Super,!! Hablais muy bien español, con mucho estilo. Un abrazo desde España",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Also I want to express my gratitude since I’ve been watching the channel, listening the podcast and doing exercises on the Seedlang app ,  and all together have been making difference on my learning process",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Hallo ! Spanische Gitarre und blaue Augen, oder ?",1
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Fue una grata sorpresa escucharlos hablando español (es war eine wirklich schöne Überraschung ihr euch sprechen auf spanisch)viele und liebe Grüße aus México, wir lieben euch an diesem Ozeans Seite",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,ich liebe euch,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Please add to this type of videos translation,even if auto translation,it will help us  see the difficult words",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Frohes neues Jahr. Cari und Janusz aus Italien!,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Yo soy hombre sincero no tengo dinero hahaha,  das brachte mich zum Lachen. Pura vida aus Costa Rica!",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,С Наступающим Новым годом! 😘 Alles Gute aus Russland 🎄,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Hallo Leute! Vor dem Kommentieten möchte ich Ihnen ein frohes neues Jahr wünschen! Ich mochte dein Video,obwohl ich nicht alles verstanden habe!
FROHES NEUES JAHR!
Chao!",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Auch nach ich Deutschland verlassen hat, sehe ich Dinner for One immer an Silvester. 😁",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Menschen müssen aufhören so viel Fleisch zu essen,, es ist für die Umwelt und für uns schädlich.",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Frohes neue Jahr euch!,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"💙💚 Danke für ihre Anwesenheit. Weiß ich nicht ob das Wort richtig ist 🙈 Ihr sind von die Leute, von denen ich mich freue, dass die auf der Welt existieren.",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Hallo ihr,  Grüße aus Brasilien!🇧🇷🇧🇷",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Gibt es Sonne in Berlin?,1
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Ihr seid sehr nett.,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Es ist wirklich schockierend wie wenig wir über die großartige Geschichte und Kultur Deutschlands erfahren. Obwohl eigentlich nicht so schockierend weil wir erfahren nur was die Imperialistischen Mächte wollen, oder wir selbst aussuchen. Ich fuhle mich gerade ein bisschen unvertraut mit meinem Deutsch, ich muss sagen, bin deprimiert weil es mein Hauptfach ist und die Grammatik ist mir schwierig.💀",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Я после Мамедыча ),0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Greetings from Algeria,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Diser junge Mann aus Indonesien hat etwas langes in Deutscland gelebt und ein junges deutsches Maedchen geheirated und zwe Kindern gehabt. Was fuer ein wunderbares Leben in Deutschland. Er hat auch sehr gute Stelle im serh grossen Firma. What an enviable life there in Germany.
Whas denken Sie ueber internationale Familien, cross-racial family?

https://www.youtube.com/watch?v=GZZkYoVxhYk",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,I wish there was a way to have subtitles or auto generated captions,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,I enjoy the relationship between these two...,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Oh no it doesn't have English subtitles in the caption !,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Ich empfehle euch bitte die Reportagen von Nuoviso anzuschauen,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Hallo Cari Janusz . Grüsse aus Italien,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Vielen Dank euch! Mein Deutsch ist schon nach einem Monat mit eureren Videos viel besser. Guten Rutsch! <3,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Hallo ! Ich wollte mich bei euch für eure Arbeit bedanken. Werdet ihr  nächstes Jahr auch weiter mit dem Podcast machen? Kann man bei euch auch freiwillig teilnehmen ?,1
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Hi die Beiden. Ich sehe Eure Videos immer mit Interesse und dann bearbeite mit meinen Schülern. Wir wollten eine Klassenfahrt nach Deutschland machen, aber die Covid-Situation hat unsere Pläne geändert:/ Aber jetzt haben wir mehr Zeit nachdenken, welche deutsche Region wir wählen sollten. Viele Grüße aus Zator in Südpolen:)",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Cari, hast Du in America gewohnt? Du bist  mehr ausgespannt als der typische Deutscher in  meiner Ehrfahrung!",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"oh mein Gott, ich kann durch euren Kanal immer so unfassbar viel über mein eigenes Land lernen und dann verstehen. Ich lebe seit vielen Jahren mit Ausländern zusammen und in Österreich und verstehe mein Deutschland immer weniger, aber ihr sprecht so viele tolle Themen immer an, sodass ich vieles langsam besser verstehe.",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Bleiben Sie gesund!,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Very nice 😍💋 💝💖♥️❤️,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"gracias... gracias  vom islas canarias, spain... 
Frohe Feiertage, 2020-2021, SCHÖNE VIDEOS, Videos, gut, SEHR PRÄFESSIONELL, unterhaltsam, unterhaltsam, lernend mit Ihnen, ich abonniere Ihren Kanal und ich mag Sie sehr gut, ich habe auch einen Kanal, ich spreche über meine Umgebung. Kanarische Inseln , SPANIEN, ABONNIEREN, denken, wir akzeptieren Kritik, sie ist vielfältig und aktuell. Vielen Dank für Ihre Hilfe Vielen Dank ... worum es in diesen Videos geht, die Absicht ist, dass meine Politiker und die Gouverneure, Bürgermeister und Stadträte des Rathauses meiner Touristenstadt sich dieser städtischen Katastrophe bewusst werden und dass sie alle meine schöne Stadt reparieren umgeben von wunderschönen Stränden, die inmitten dieser globalen Pandemie ist
 Anstecken und Töten, anstatt nach sicherem, nachhaltigem, gesundem und umweltbewusstem Tourismus zu schreien, werden die Fotos und Videos von mir gemacht und sind sehr aktuell ... alles ist auf den ersten Blick und für alle spürbar, auch Touristische Gebiete, umgeben von Gefahren, urban und biologisch, aufgrund des Vorhandenseins von Löchern, Barrieren, Erdarbeiten, Glasscherben und auch des Vorhandenseins von Ratten, Mücken, Kakerlaken, Mäusen und vielen anderen fliegenden Insekten, Übertragungsvektoren von Krankheiten. Das Leben inmitten von Müll ist ein Angriff auf die öffentliche und soziale Gesundheit ... und jetzt, mitten in einer Pandemie wie Covid-19, entdecke ich die Lügen, die ich hier in 9 Monaten einer biologischen Krise nicht gesehen habe Keiner dieser Bereiche in diesem schönen Gehege. danke .. taipan inco-herente .. hier sind einige Videos, sehr neu, danke. https://youtu.be/WR07N5DCYYg ..https: //youtu.be/lPmnZnWJS0Q ..https: //youtu.be/stlrfbUHot0 .. https://youtu.be/ljrzBYfWjxc .. https: // youtu. be / _OoZ-Ju-7WE .. https://youtu.be/23MDlfXbWmI .. und viele mehr .. danke.",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,first trying my ears to get used to the language and goodthing the conversation sounds on light and friendly theme (this time its wise to hide my face expression),0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"Mir fällt dabei ein, daß ich gegenüber einer mexikanischen Freundin auch über uns unfreundliche Deutsche geschimpft habe. Sie meinte aber, die Deutschen wären sehr freundlich und nett und wie ich darauf käme, daß sie unfreundlich und kalt wären 😂",0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Salamalaykum,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,Need lovely 😍💋 💝💖❤️,0
wQCDBfpjbYs,Life in Germany | Easy German Livestream,"jajajajaja... gracias ...
@UClxvAnigfAnd7nAzGWKB9gA",0
